"Survey Date and Time","Surveyer id","General Data-Tehsil","General Data-District","General Data-Establishment Address","General Data-Udyog Registered","General Data-If yes Number","General Data-Class","General Data-Sector","General Data-If Any Other Sector Please specify","General Data-Year of Establishment","Details of the Business-Name of Business","Details of the Business-Type of Unit","Details of the Business-Nature of Operation","Details of the Business-Nature Of Job","Details of the Business-Nature Of Employment","Employee Size-2016-17","Employee Size-2017-18","Employee Size-2018-19","Employee Size-2019-20","Employee Size-2020-21","Details of the Finances and Expenses-(Monthly  Cost)-2016-17","Details of the Finances and Expenses-(Monthly  Cost)-2017-18","Details of the Finances and Expenses-(Monthly  Cost)-2018-19","Details of the Finances and Expenses-(Monthly  Cost)-2019-20","Details of the Finances and Expenses-(Monthly  Cost)-2020-21","Details of the Bank Credit Facilitation and Utilization-(Loan Amount)-2016-17","Details of the Bank Credit Facilitation and Utilization-(Loan Amount)-2017-18","Details of the Bank Credit Facilitation and Utilization-(Loan Amount)-2018-19","Details of the Bank Credit Facilitation and Utilization-(Loan Amount)-2019-20","Details of the Bank Credit Facilitation and Utilization-(Loan Amount)-2020-21","Details of the Bank Credit Facilitation and Utilization-(Bank Name)-2016-17","Details of the Bank Credit Facilitation and Utilization-(Bank Name)-2017-18","Details of the Bank Credit Facilitation and Utilization-(Bank Name)-2018-19","Details of the Bank Credit Facilitation and Utilization-(Bank Name)-2019-20","Details of the Bank Credit Facilitation and Utilization-(Bank Name)-2020-21","Details of the Bank Credit Facilitation and Utilization-(Scheme Name under which it was availed)-Scheme","Photos-Person interviewed","Photos-Signboard of Company","Photos-Picture of business operation"
"2021-08-14 06:20:13",68,mathura,Mathura,"vrindavan road Shakti kara mathura",No,,"[""Services""]","Metal products",,2018,"metal products",Micro,Perennial,Unskilled,Permanent,,,1,1,1,,,5000,5000,5000,,,,,,,,,,,PMEGP/MUDRA,,,
"2021-08-14 06:30:12",68,gazipur,Ghazipur,"dunkey ki ganj Lal darwaja ghazipur",No,,"[""Services""]","Food products",,2019,"street food",Micro,Perennial,Unskilled,Permanent,,,,1,1,,,,3000,3000,,,,,,,,,,,PMEGP/MUDRA,,,
"2021-08-14 02:03:13",68,"Siddharth nagar","Siddharth Nagar","mohalla Arya nagar near LIC office bansi Siddharth nagar",No,,"[""Services""]","Hosiery Garments",,2018,garments,Micro,Perennial,Unskilled,Permanent,,,1,1,2,,,7000,7000,14000,,,,,,,,,,,PMEGP/MUDRA,,,
"2021-08-14 06:38:14",68,bulandshahar,Bulandshahr,"Sarai biruni bulandshahar",No,,"[""Services""]","Leather products",,2018,leather,Micro,Perennial,Unskilled,Permanent,,,1,2,3,,,4000,8000,12000,,,,,,,,,,,PMEGP/MUDRA,,,
"2021-08-14 01:32:03",68,mathura,Mathura,"new radheshyam colony jaisinghpura district mathura",No,,"[""Services""]","Metal products",,2018,"metal products",Micro,Perennial,Unskilled,Permanent,,,1,2,2,,,6000,12000,12000,,,,,,,,,,,PMEGP/MUDRA,,,
"2021-08-14 06:21:54",68,etawah,Etawah,"bihari Puri etawah",No,,"[""Services""]","Wood products",,2018,"wood products",Micro,Perennial,Unskilled,Permanent,,,1,2,2,,,8000,16000,16000,,,,,,,,,,,PMEGP/MUDRA,,,
"2021-08-14 10:06:47",68,Varanasi,Varanasi,"amarpur Varanasi",No,,"[""Services""]","Food products",,2019,shop,Micro,Perennial,Unskilled,Permanent,,,,1,1,,,,3000,3000,,,,,,,,,,,PMEGP/MUDRA,,,
"2021-08-14 08:38:03",68,saharanpur,Saharanpur,"arshi Khan alampura railway road bhatta colony tapri road saharanpur",No,,"[""Services""]","Wood products",,2018,shop,Micro,Perennial,Unskilled,Permanent,,,2,3,3,,,6000,9000,9000,,,,,,,,,,,"CLCS & TU",,,
"2021-08-14 01:33:57",68,etawah,Etawah,"Vidya vihar shastri nagar etawah",No,,"[""Services""]","Leather products",,2018,"leather shop",Micro,Perennial,Unskilled,Permanent,,,1,2,3,,,5000,10000,15000,,,,,,,,,,,PMS,,,
"2021-08-14 08:43:51",68,ghaziabad,Ghaziabad,"plot number b 24 sector v to tronica City ghaziabad Loni uttar Pradesh",No,,"[""Services""]","Hosiery Garments",,2018,"cloth shop",Micro,Perennial,Unskilled,Permanent,,,1,2,2,,,4000,8000,12000,,,,,,,,,,,ISEC,,,
"2021-08-14 10:08:06",68,baghpat,Baghpat,"Gali number 4 johripur extension jivanpur",No,,"[""Services""]","Hosiery Garments",,2018,"cloth shop",Micro,Perennial,Unskilled,Permanent,,,2,2,2,,,8000,8000,8000,,,,,,,,,,,PMEGP/MUDRA,,,
"2021-08-14 01:49:41",68,"Gautam buddh nagar","Gautam Buddha Nagar","dankaur secunderabad road GB nagar dankaur Gautam buddh nagar",No,,"[""Services""]","Food products",,2018,"fast food",Micro,Perennial,Unskilled,Permanent,,,1,2,2,,,8000,16000,16000,,,,,,,,,,,PMEGP/MUDRA,,,
"2021-08-14 10:15:08",68,basti,Basti,"kandharapur Jaipur basti",No,,"[""Services""]","Repairing & Services",,2019,repairing,Micro,Perennial,Unskilled,Permanent,,,,2,2,,,,10000,10000,,,,,,,,,,,PMEGP/MUDRA,,,
"2021-08-14 01:36:06",68,bulandshahar,Bulandshahr,"pachota bulandshahar sikandrabad uttar Pradesh",No,,"[""Services""]","Wood products",,2019,"wood products",Micro,Perennial,Unskilled,Permanent,,,,2,2,,,,8000,8000,,,,,,,,,,,"SC-ST HUB",,,
"2021-08-14 06:31:32",68,jhansi,Jhansi,"lakshmanpura jhansi uttar Pradesh",No,,"[""Services""]","Metal products",,2018,"metal product",Micro,Perennial,Unskilled,Permanent,,,1,2,3,,,5000,5000,5000,,,,,,,,,,,PMEGP/MUDRA,,,
"2021-08-14 02:04:41",68,kannoj,Kannauj,"Mohammed Ganesh chaudhari chhibramau",No,,"[""Services""]","Hosiery Garments",,2018,"cloth store",Micro,Perennial,Unskilled,Permanent,,,1,2,3,,,3000,6000,9000,,,,,,,,,,,ISEC,,,
"2021-08-14 09:43:14",68,bagpat,Baghpat,"Agarwal Mandi baghpat",No,,"[""Services""]","Food products",,2018,"street food",Micro,Perennial,Unskilled,Permanent,,,1,1,1,,,5000,5000,5000,,,,,,,,,,,ESDP,,,
"2021-08-14 01:51:22",68,"Gautam buddh nagar","Gautam Buddha Nagar","dankaur secunderabad road GB",No,,"[""Services""]","Wood products",,2018,wood,Micro,Perennial,Unskilled,Permanent,,,2,2,3,,,8000,8000,12000,,,,,,,,,,,PMEGP/MUDRA,,,
"2021-08-14 01:37:54",68,basti,Basti,"Santosh Kumar Gupta pande bajar basti",No,,"[""Services""]","Food products",,2018,"street food",Micro,Perennial,Unskilled,Permanent,,,1,2,2,,,7000,14000,14000,,,,,,,,,,,ISEC,,,
"2021-08-14 09:29:42",68,jaunpur,Jaunpur,"chakiya guraini",No,,"[""Services""]","Food products",,2018,"fast food",Micro,Perennial,Unskilled,Permanent,,,1,1,1,,,5000,5000,5000,,,,,,,,,,,MRIGI,,,
"2021-08-14 08:39:22",68,gorakhpur,Gorakhpur,"transport nagar mirzapur gorakhpur",No,,"[""Services""]","Wood products",,2019,wodshop,Micro,Perennial,Unskilled,Permanent,,,,2,3,,,,8000,12000,,,,,,,,,,,"CLCS & TU",,,
"2021-08-14 09:44:37",68,Varanasi,Varanasi,"VPO kachnar raja talab kachnar Varanasi",No,,"[""Services""]","Metal products",,2019,"metal business",Micro,Perennial,Unskilled,Permanent,,,,2,2,,,,8000,8000,,,,,,,,,,,ESDP,,,
"2021-08-14 10:09:42",68,muzaffarnagar,Muzaffarnagar,"numaish camp muzaffarnagar",No,,"[""Services""]","Hosiery Garments",,2019,"cloth shop",Micro,Perennial,Unskilled,Permanent,,,,2,2,,,,8000,8000,,,,,,,,,,,PMS,,,
"2021-08-14 01:53:21",68,"b u d a u n",Budaun,"rajini Shri Narayan ganj ujhani district badayun ujhani",No,,"[""Services""]","Food products",,2018,street,Micro,Perennial,Unskilled,Permanent,,,1,1,1,,,6000,6000,6000,,,,,,,,,,,MSE-CDP,,,
"2021-08-14 06:23:34",68,bulandshahar,Bulandshahr,"street number 2 Gulzar cold store pahasu road khurja bulandshahar",No,,"[""Services""]","Metal products",,2018,"metal products",Micro,Perennial,Unskilled,Permanent,,,1,2,3,,,6000,12000,18000,,,,,,,,,,,PMS,,,
"2021-08-14 10:05:37",68,unnao,Unnao," modern colony shuklaganj unnao",No,,"[""Services""]","Wood products",,2018,"wood products",Micro,Perennial,Unskilled,Permanent,,,2,2,2,,,6000,6000,6000,,,,,,,,,,,IPR,,,
"2021-08-14 06:32:51",68,bareilly,Barabanki,"aqube kotwali GM 25 shastri market bareilly",No,,"[""Services""]","Hosiery Garments",,2018,"cloth shop",Micro,Perennial,Unskilled,Permanent,,,1,1,2,,,5000,5000,10000,,,,,,,,,,,"Rojgar Yukt Gaon",,,
"2021-08-14 05:05:12",70,Gorakhpur,Gorakhpur,"sajanma Gorakhpur UP",No,,"[""Services""]","Metal products",,2020,"metal products",Small,Seasonal,Semi-Skilled,Contractual,,,,,1,,,,,560000,,,,,200000,,,,,"Punjab National Bank",GVY,,,
"2021-08-14 01:54:47",68,prayagraj,Allahabad,"nai bajar naini allahabad",No,,"[""Services""]","Food products",,2018,"fast food corner",Micro,Perennial,Unskilled,Permanent,,,1,2,2,,,4000,8000,12000,,,,,,,,,,,ISEC,,,
"2021-08-14 10:11:05",68,ghaziabad,Ghaziabad,"vasundhara ghaziabad",No,,"[""Services""]","Hosiery Garments",,2019,garments,Micro,Perennial,Unskilled,Permanent,,,,2,2,,,,8000,8000,,,,,,,,,,,"Rojgar Yukt Gaon",,,
"2021-08-14 01:40:08",68,basti,Basti,"Santosh Kumar Gupta pande bajar bansi road basti",No,,"[""Services""]","Metal products",,2019,"metal products",Micro,Perennial,Unskilled,Permanent,,,,2,2,,,,16000,16000,,,,,,,,,,,ISEC,,,
"2021-08-14 06:25:00",68,aligarh,Aligarh,"cinema road chhapra aligarh",No,,"[""Services""]","Hosiery Garments",,2018,"cloth shop",Micro,Perennial,Unskilled,Permanent,,,2,2,2,,,6000,6000,6000,,,,,,,,,,,PMEGP/MUDRA,,,
"2021-08-14 03:18:22",70,Deoria,Deoria,"311 village har aadi  devriya up",No,,"[""Services""]",Other,Shop,2021,carpenter,Small,Seasonal,Semi-Skilled,Contractual,,,,,,,,,,,,,,,,,,,,,GVY,,,
"2021-08-14 08:40:55",68,gorakhpur,Gorakhpur,"main bazar reti road gorakhpur uttar Pradesh",No,,"[""Services""]","Food products",,2019,"fast food",Micro,Perennial,Unskilled,Permanent,,,,2,2,,,,6000,6000,,,,,,,,,,,ISEC,,,
"2021-08-14 01:56:30",68,auraiya,Auraiya,"station bajar achalda auraiya",No,,"[""Services""]","Hosiery Garments",,2018,garments,Micro,Perennial,Unskilled,Permanent,,,1,2,3,,,5000,10000,15000,,,,,,,,,,,MSE-CDP,,,
"2021-08-14 06:17:09",68,aligarh,Aligarh,"numaish ground market GT road aligarh",No,,"[""Services""]","Hosiery Garments",,2018,"cloth shop",Micro,Perennial,Unskilled,Permanent,,,1,2,3,,,5000,10000,15000,,,,,,,,,,,MSE-CDP,,,
"2021-08-14 01:41:48",68,mathura,Mathura,"Mali mohalla govardhan Brahmin govardhan district mathura",No,,"[""Services""]","Hosiery Garments",,2018,"garments shop",Micro,Perennial,Unskilled,Permanent,,,2,2,2,,,8000,8000,8000,,,,,,,,,,,PMEGP/MUDRA,,,
"2021-08-14 06:26:24",68,saharanpur,Saharanpur,"gol lodhi near Jain mandir saharanpur",No,,"[""Services""]","Food products",,2018,"street food",Micro,Perennial,Unskilled,Permanent,,,1,2,2,,,5000,10000,10000,,,,,,,,,,,PMEGP/MUDRA,,,
"2021-08-14 05:45:32",70,Banda,Banda,"will post  orha district UP",No,,"[""Services""]","Repairing & Services",,2020,"hosiery shop",Small,Seasonal,Unskilled,Permanent,,,,,2,,,,,230000,,,,,,,,,,,ATI,,,
"2021-08-14 01:58:29",68,deoria,Deoria,"loon deoria",No,,"[""Services""]","Wood products",,2018,shop,Micro,Perennial,Unskilled,Permanent,,,1,2,2,,,4000,8000,8000,,,,,,,,,,,PMEGP/MUDRA,,,
"2021-08-14 06:34:13",68,"sant Kabir nagar","Sant Kabir Nagar","mohalla chakwa Pur madhya ka bad sant Kabir nagar",No,,"[""Services""]","Metal products",,2019,"metal protector",Micro,Perennial,Unskilled,Permanent,,,,2,2,,,,10000,10000,,,,,,,,,,,PMEGP/MUDRA,,,
"2021-08-14 10:12:12",68,bulandshahar,Bulandshahr,"VPO dangar bulandshahar",No,,"[""Services""]","Repairing & Services",,2019,repairing,Micro,Perennial,Unskilled,Permanent,,,,2,2,,,,8000,8000,,,,,,,,,,,PMEGP/MUDRA,,,
"2021-08-14 01:43:45",68,hapur,"Hapur (Panchsheel Nagar)","kothi gate hapur",No,,"[""Services""]","Food products",,2019,"egg shop",Micro,Perennial,Unskilled,Permanent,,,,1,1,,,,3000,3000,,,,,,,,,,,"Skills Upgradation",,,
"2021-08-14 03:20:17",70,Auraiya,Auraiya,"station bajara Auraiya UP",No,,"[""Services""]",Other,shop,2021,"repairing centre",Small,Seasonal,Semi-Skilled,Contractual,,,,,,,,,,,,,,,,,,,,,CGTMSE,,,
"2021-08-14 06:27:52",68,muradabad,Moradabad,"ram ganga vihar phase 1st muradabad",No,,"[""Services""]","Leather products",,2019,"leather shop",Micro,Perennial,Unskilled,Permanent,,,,2,2,,,,8000,8000,,,,,,,,,,,PMEGP/MUDRA,,,
"2021-08-14 01:59:48",68,fatehpur,Fatehpur,"Mughal road paradan bindki",No,,"[""Services""]","Hosiery Garments",,2019,garments,Micro,Perennial,Unskilled,Permanent,,,,2,2,,,,10000,10000,,,,,,,,,,,ISEC,,,
"2021-08-14 06:35:32",68,"sant Kabir nagar","Sant Kabir Nagar","mohalla akshy Kumar madhya khalilabad sant Kabir nagar",No,,"[""Services""]","Metal products",,2018,"metal products",Micro,Perennial,Unskilled,Permanent,,,1,1,2,,,5000,10000,10000,,,,,,,,,,,"Rojgar Yukt Gaon",,,
"2021-08-14 03:22:45",70,Bulandshahar,Bulandshahr,"708 Dayal Bagh Bulandshahar Bulandshahar up",No,,"[""Services""]","Food products",,2020,"food product",Small,Seasonal,Semi-Skilled,Contractual,,,,,1,,,,,35000,,,,,500000,,,,,"Canara Bank",CGTMSE,,,
"2021-08-14 06:18:43",68,mathura,Mathura,"vrindavan road kara mathura",No,,"[""Services""]","Food products",,2018,"fast food corner",Micro,Perennial,Unskilled,Permanent,,,1,1,1,,,5000,5000,5000,,,,,,,,,,,PMEGP/MUDRA,,,
"2021-08-14 06:29:01",68,jhansi,Jhansi,"Mr Shri pitambara interprises tola jhansi",No,,"[""Services""]","Hosiery Garments",,2019,garments,Micro,Perennial,Unskilled,Permanent,,,,2,2,,,,8000,8000,,,,,,,,,,,PMEGP/MUDRA,,,
"2021-08-14 10:30:02",70,Azamgarh,Azamgarh,"bill and post dhanuaAzamgarh UP",No,,"[""Services""]","Food products",,2016,"food product",Micro,Perennial,Unskilled,Permanent,1,2,3,4,5,12000,2000,3000,25000,2580,720000,,,,,"Punjab National Bank",,,,,ESDP,,,
"2021-08-14 09:53:43",70,Unnao,Unnao,"Bhavna Mau post thana Unnao UP",No,,"[""Services""]","Leather products",,2016,"cosmetics shop",Small,Seasonal,Semi-Skilled,Contractual,1,2,3,4,5,12000,5000,2000,1000,3000,50000,,,,,"HDFC Bank",,,,,CGTMSE,,,
"2021-08-14 08:42:17",68,hamirpur,Hamirpur,"hawai jahaj building near Bada mandir rath hamirpur UP",No,,"[""Services""]","Repairing & Services",,2019,repairing,Micro,Perennial,Unskilled,Permanent,,,,2,2,,,,6000,6000,,,,,,,,,,,PMEGP/MUDRA,,,
"2021-08-14 05:08:00",70,kusambhi,Kaushambi,"Kaushambi up ",No,,"[""Services""]","Metal products",,2020,"metal products",Small,Seasonal,Semi-Skilled,Contractual,,,,,1,,,,,250000,,,,,90000,,,,,"Bank of Baroda",CGTMSE,,,
"2021-08-14 10:13:33",68,saharanpur,Saharanpur,"Kali ram saini manak Mau Sara saharanpur",No,,"[""Services""]","Food products",,2019,"fast food corner",Micro,Perennial,Unskilled,Permanent,,,,2,2,,,,6000,6000,,,,,,,,,,,PMEGP/MUDRA,,,
"2021-08-14 08:36:10",68,saharanpur,Saharanpur,"68 sikhan alampura railway Yard bhati bhatta colony tapree road",No,,"[""Services""]","Wood products",,2018,"good product",Micro,Perennial,Unskilled,Permanent,,,1,2,3,,,5000,10000,15000,,,,,,,,,,,ESDP,,,
"2021-08-14 06:48:23",70,Bulandshahar,Bulandshahr,"Dulkhara Bulandshahar Uttar Pradesh",No,,"[""Services""]","Wood products",,2020,Shop,Small,Seasonal,Semi-Skilled,Contractual,,,,,1,,,,,25000,,,,,,,,,,,"CLCS & TU",,,
"2021-08-14 03:33:43",70,Muzaffarnagar,Muzaffarnagar,"house number 97 Bahadurpur Muzaffarnagar Uttar Pradesh",No,,"[""Services""]",Other,shop,2020,shop,Small,Seasonal,Semi-Skilled,Contractual,,,,,1,,,,,25000,,,,,50000,,,,,"ICICI Bank",ISEC,,,
"2021-08-14 05:48:27",70,Lakhimpur,"Lakhimpur - Kheri","garhi road gruh road Lakhimpur khiri Uttar Pradesh",No,,"[""Services""]","Leather products",,2020,"leather product",Micro,Perennial,Unskilled,Permanent,,,,,4,,,,,90000,,,,,300000,,,,,"Punjab National Bank",ESDP,,,
"2021-08-14 06:37:03",68,Lucknow,Lucknow,"faizabad road nilgiri complex block Indira nagar",No,,"[""Services""]","Wood products",,2019,"wood shop",Micro,Perennial,Unskilled,Permanent,,,,2,2,,,,10000,10000,,,,,,,,,,,"Rojgar Yukt Gaon",,,
"2021-08-14 05:18:30",70,Jhansi,Jhansi,"Azad Nagar Jhansi Uttar Pradesh",No,,"[""Services""]","Metal products",,2020,"metal products",Small,Seasonal,Semi-Skilled,Contractual,,,,,1,,,,,25000,,,,,20000,,,,,"Bank of Baroda","Digital MSME",,,
"2021-08-14 03:50:20",70,Aligarh,Aligarh,"8/13 Sarai Babu Sarai Hakeem Aligarh Aligarh UP",No,,"[""Services""]","Metal products",,2020,"metal product",Small,Seasonal,Semi-Skilled,Contractual,,,,,1,,,,,90000,,,,,1000000,,,,,"Bank of Baroda",CGTMSE,,,
"2021-08-14 05:53:24",70,Mirzapur,Mirzapur,"pakki Sarai Mirzapur UP",No,,"[""Services""]","Wool Silk and Synthetic Fibre Textile",,2018,"hardware shop",Medium,Seasonal,Unskilled,Permanent,,,1,2,3,,,230000,258000,26000,,,500000,20000,100000,,,"Bandhan Bank","Bandhan Bank","Bandhan Bank",ASPIRE,,,
"2021-08-14 03:25:57",70,"bilsanda ",Pilibhit,"ward number 5 purana Galla Mandi Pilibhit Uttar Pradesh",No,,"[""Services""]","Food products",,2020,"leather product",Small,Seasonal,Semi-Skilled,Contractual,,,,,1,,,,,230000,,,,,100000,,,,,"Canara Bank",GVY,,,
"2021-08-14 05:57:52",70,Shamli,"Shamali (Prabuddh Nagar)","house number 28 Tanki colony Shamli Shamli UP",No,,"[""Services""]","Food products",,2019,"food product",Small,Seasonal,Semi-Skilled,Contractual,,,,1,2,,,,20000,50000,,,,,,,,,,,CGTMSE,,,
"2021-08-14 03:35:19",70,Ghaziabad,Ghaziabad,"village Kushal liya forced Darshan Ghaziabad Ghaziabad UP",No,,"[""Services""]",Other,shop,2021,"jewellery shop",Medium,Seasonal,Semi-Skilled,Contractual,,,,,,,,,,,,,,,,,,,,,PMS,,,
"2021-08-14 09:15:24",70,Unnao,Unnao,"rajdhani Marg shuklaganj Unnao",No,,"[""Services""]","Wool Silk and Synthetic Fibre Textile",,2016,"plastic Store",Small,Seasonal,Semi-Skilled,Contractual,1,2,3,4,5,23000,25000,15000,45000,16000,290000,,,,,"Punjab National Bank",,,,,"CLCS & TU",,,
"2021-08-14 09:51:22",70,"nagapur mahua","Kanpur Nagar","Nagpur mahua gown Kanpur Nagar UP",No,,"[""Services""]","Hosiery Garments",,2016,carpenter,Small,Seasonal,Semi-Skilled,Contractual,1,2,3,4,5,12000,2000,30000,3000,4000,1850000,,,,,"Union Bank of India",,,,,CGTMSE,,,
"2021-08-14 03:42:46",70,Lalitpur,Lalitpur,"Indra colony ladiyapur Azad Lalitpur up",No,,"[""Services""]","Food products",,2020,"food product",Small,Seasonal,Semi-Skilled,Contractual,,,,,1,,,,,25000,,,,,500000,,,,,"Canara Bank",MSE-CDP,,,
"2021-08-14 04:32:11",70,Saharanpur,Saharanpur,"house number 376 25 link road very Balmiki basti Saharanpur UP",No,,"[""Services""]","Metal products",,2020,"metal product",Small,Seasonal,Semi-Skilled,Contractual,,,,,1,,,,,560000,,,,,200000,,,,,"Punjab National Bank","Digital MSME",,,
"2021-08-14 03:52:47",70,Ghaziabad,Ghaziabad,"house number 391 sherpur yu aaye Mani Manikpur Ghaziabad",No,,"[""Services""]","Leather products",,2020,"health insurance",Small,Seasonal,Semi-Skilled,Contractual,,,,,1,,,,,560000,,,,,2000000,,,,,"Bank of Baroda",MSE-CDP,,,
"2021-08-14 06:57:31",70,paragna,Bijnor,"Bijnor Uttar Pradesh",No,,"[""Services""]","Metal products",,2020,"metal product",Small,Seasonal,Semi-Skilled,Contractual,,,,,2,,,,,230000,,,,,,,,,,,CGTMSE,,,
"2021-08-14 03:45:12",70,Maharajganj,Maharajganj,"jugali sunauli Maharajganj up",No,,"[""Services""]","Metal products",,2019,"metal product",Small,Seasonal,Semi-Skilled,Contractual,,,,1,2,,,,250000,250000,,,,90000,900000,,,,"Bank of Baroda","Bank of Baroda",ISEC,,,
"2021-08-14 05:16:28",70,Jaunpur,Jaunpur,"bikapur Jaunpur UP",No,,"[""Services""]","Leather products",,2020,"leather product",Small,Seasonal,Semi-Skilled,Contractual,,,,,1,,,,,20000,,,,,200000,,,,,"Punjab National Bank",CGTMSE,,,
"2021-08-14 06:04:02",70,dayalbagh,Agra,"159 Nagla Dayal Bagh Agra UP",No,,"[""Services""]","Wood products",,2019,"wood product",Small,Seasonal,Semi-Skilled,Contractual,,,,1,2,,,,90000,50000,,,,,,,,,,,PMS,,,
"2021-08-14 03:28:33",70,pipraich,Gorakhpur,"ward number 11 Nagar Panchayat pipraich Gorakhpur UP",No,,"[""Services""]",Other,Shop,2020,shop,Small,Seasonal,Semi-Skilled,Contractual,,,,,1,,,,,56000,,,,,800000,,,,,"Bank of India",MRIGI,,,
"2021-08-14 05:20:45",70,Mirzapur,Mirzapur,"Mirzapur UP",No,,"[""Services""]","Food products",,2020,"food products",Small,Seasonal,Semi-Skilled,Contractual,,,,,1,,,,,25000,,,,,20000,,,,,"Punjab National Bank",IPR,,,
"2021-08-14 03:38:32",70,Jaunpur,Jaunpur,"villageKothari Jaunpur UP",No,,"[""Services""]",Other,sgop,2020,"mobile repairing",Small,Seasonal,Semi-Skilled,Contractual,,,,,1,,,,,370000,,,,,700000,,,,,"Bank of Maharastra",ISEC,,,
"2021-08-14 09:18:26",70,sardar,Azamgarh,"village postman choba tahsil udhar Azamgarh UP",No,,"[""Services""]","Wood products",,2016,shop,Small,Seasonal,Semi-Skilled,Permanent,1,2,3,4,5,12000,15000,46000,15000,12000,,,,,,,,,,,CGTMSE,,,
"2021-08-14 06:59:28",70,Goolar,Moradabad,"near Kisan inter College Kunda Kunda Galla Muradabad up",No,,"[""Services""]",Other,Shop,2020,"hardware shop",Small,Seasonal,Semi-Skilled,Contractual,,,,,2,,,,,250000,,,,,,,,,,,ESDP,,,
"2021-08-14 05:59:47",70,Shamli,"Shamali (Prabuddh Nagar)","Dayanand Nagar Shamli Shamli Uttar Pradesh",No,,"[""Services""]","Wood products",,2019,"wood product",Small,Seasonal,Semi-Skilled,Contractual,,,,1,2,,,,36000,25000,,,,,,,,,,,ESDP,,,
"2021-08-14 04:34:13",70,"Gautam Budh Nagar","Gautam Buddha Nagar","flat number patwari Vishakha Raghav Gautam Budh Nagar UP",No,,"[""Services""]","Machinery & Part except electrical",,2020,shop,Small,Seasonal,Semi-Skilled,Contractual,,,,,1,,,,,230000,,,,,200000,,,,,"Bandhan Bank",CGTMSE,,,
"2021-08-14 10:05:50",70,"Indira Nagar",Lucknow,"house number 70 petali colony Indira Nagar Lucknow UP",No,,"[""Services""]",Other,shop,2016,"repairing centre",Micro,Perennial,Unskilled,Permanent,1,2,3,4,5,12000,2000,6000,2000,15000,20000,,,,,"Bank of Baroda",,,,,CGTMSE,,,
"2021-08-14 05:50:29",70,Saharanpur,Saharanpur,"bhawrasla si wali gali kishanpura Saharanpur UP",No,,"[""Services""]","Leather products",,2019,"leather product",Micro,Seasonal,Semi-Skilled,Contractual,,,,3,2,,,,50000,60000,,,,200000,300000,,,,"Punjab National Bank","Punjab National Bank",CGTMSE,,,
"2021-08-14 03:48:00",70,Agra,Agra,"chhapi tola Nagar Agra Agra Uttar Pradesh",No,,"[""Services""]","Leather products",,2020,"leather product",Small,Seasonal,Semi-Skilled,Contractual,,,,,1,,,,,360000,,,,,900000,,,,,"Punjab National Bank","SC-ST HUB",,,
"2021-08-14 09:57:00",70,"Kanpur Nagar","Kanpur Nagar","2/44 Patel Nagar ramadevi crossing Kanpur Nagar",No,,"[""Services""]",Other,"Highway resort",2016,"Highway resort",Micro,Perennial,Unskilled,Permanent,1,2,3,4,5,12000,30000,50000,50000,12000,30000000,,,,,"Axis Bank",,,,,"CLCS & TU",,,
"2021-08-14 03:54:52",70,Mirzapur,Mirzapur,"Lakshmi Puram colony 12 kachar Mirzapur UP",No,,"[""Services""]","Machinery & Part except electrical",,2020,"mobile repairing centre",Small,Seasonal,Semi-Skilled,Contractual,,,,,2,,,,,46000,,,,,900000,,,,,"Punjab National Bank",ESDP,,,
"2021-08-14 05:12:33",70,prayagraj,Kaushambi,"Shahjahanpur u p",No,,"[""Services""]","Wood products",,2019,"wood product",Small,Seasonal,Semi-Skilled,Contractual,,,,1,2,,,,85000,45000,,,,200000,40000,,,,"Punjab National Bank","Punjab National Bank",ASPIRE,,,
"2021-08-14 05:23:09",70,"GB Nagar","Gautam Buddha Nagar","village Surajpur GR Noida GB Nagar Noida Gautam Buddh Nagar",No,,"[""Services""]","Food products",,2020,"food products",Small,Seasonal,Semi-Skilled,Contractual,,,,,1,,,,,25000,,,,,90000,,,,,"Axis Bank",CGTMSE,,,
"2021-08-14 03:40:57",70,bilari,Moradabad,"house number 821 number 23 tahsil bilari bilari Muradabad up",No,,"[""Services""]","Wood products",,2019,"food product",Small,Seasonal,Semi-Skilled,Contractual,,,,1,2,,,,56000,45000,,,,1000000,500000,,,,"HDFC Bank","HDFC Bank","CLCS & TU",,,
"2021-08-14 06:06:22",70,Shahganj,Agra,"2/112 Nagla Mohan Shahganj Agra UP",No,,"[""Services""]","Leather products",,2018,"garments shop",Small,Seasonal,Semi-Skilled,Contractual,,,1,2,3,,,90000,50000,60000,,,,,,,,,,,"Digital MSME",,,
"2021-08-14 10:03:21",70,"Abdul Nagar",Gorakhpur,"Shahid Abdul Nagar dariya check Gorakhnath Gorakhpur UP",No,,"[""Services""]",Other,theatres,2016,traders,Micro,Perennial,Unskilled,Permanent,1,2,3,4,5,2000,3000,12000,2000,12000,950000,,,,,"Axis Bank",,,,,CGTMSE,,,
"2021-08-14 03:56:43",70,Shahjahanpur,Shahjahanpur,"258 gunara gunara Shahjahanpur UP",No,,"[""Services""]","Hosiery Garments",,2020,"cloth garments shop",Small,Seasonal,Semi-Skilled,Contractual,,,,,1,,,,,90000,,,,,200000,,,,,"Axis Bank",CGTMSE,,,
